Year,Units,Value
2012,Index,67.09
2013,Index,68.76
2014,Index,58.59
2015,Index,59.02
2016,Index,59.41
2017,Index,60.13
2018,Index,60.62
2019,Index,73.05
2020,Index,73.75
2021,Index,73.87
2022,Index,73.77
2023,Index,72.85
