Year,Units,Value
2008,percent,46.7
2009,percent,45.7
2010,percent,27.8
2011,percent,25.4
2012,percent,27.1
2013,percent,28.6
2014,percent,21.3
2015,percent,26.4
2016,percent,27.5
2017,percent,27.2
2018,percent,29.5
2019,percent,33.7
2020,percent,48.1
2021,percent,33.3
