Year,Units,Category,Value
2010,1000_tons,total,4813
2011,1000_tons,total,4048
2012,1000_tons,total,2310
2013,1000_tons,total,3029
2014,1000_tons,total,2784
2015,1000_tons,total,3245
2016,1000_tons,total,3894
2017,1000_tons,total,4539
2018,1000_tons,total,3741
2019,1000_tons,total,4070
2020,1000_tons,total,3999
2021,1000_tons,total,3650
2022,1000_tons,total,5151
2010,1000_tons,railway_traffic,1213
2011,1000_tons,railway_traffic,1050
2012,1000_tons,railway_traffic,683
2013,1000_tons,railway_traffic,1049
2014,1000_tons,railway_traffic,903
2015,1000_tons,railway_traffic,988
2016,1000_tons,railway_traffic,1395
2017,1000_tons,railway_traffic,1603
2018,1000_tons,railway_traffic,967
2019,1000_tons,railway_traffic,1132
2020,1000_tons,railway_traffic,1154
2021,1000_tons,railway_traffic,943
2022,1000_tons,railway_traffic,1346
2010,1000_tons,road_traffic,1839
2011,1000_tons,road_traffic,1247
2012,1000_tons,road_traffic,398
2013,1000_tons,road_traffic,684
2014,1000_tons,road_traffic,639
2015,1000_tons,road_traffic,768
2016,1000_tons,road_traffic,852
2017,1000_tons,road_traffic,839
2018,1000_tons,road_traffic,810
2019,1000_tons,road_traffic,886
2020,1000_tons,road_traffic,800
2021,1000_tons,road_traffic,847
2022,1000_tons,road_traffic,875
2010,1000_tons,air_traffic,2
2011,1000_tons,air_traffic,1
2012,1000_tons,air_traffic,1
2013,1000_tons,air_traffic,1
2014,1000_tons,air_traffic,1
2015,1000_tons,air_traffic,1
2016,1000_tons,air_traffic,1
2017,1000_tons,air_traffic,1
2018,1000_tons,air_traffic,1
2019,1000_tons,air_traffic,1
2020,1000_tons,air_traffic,1
2021,1000_tons,air_traffic,1
2022,1000_tons,air_traffic,1
2010,1000_tons,maritime_traffic,1759
2011,1000_tons,maritime_traffic,1750
2012,1000_tons,maritime_traffic,1228
2013,1000_tons,maritime_traffic,1295
2014,1000_tons,maritime_traffic,1241
2015,1000_tons,maritime_traffic,1488
2016,1000_tons,maritime_traffic,1646
2017,1000_tons,maritime_traffic,2096
2018,1000_tons,maritime_traffic,1963
2019,1000_tons,maritime_traffic,2051
2020,1000_tons,maritime_traffic,2044
2021,1000_tons,maritime_traffic,1859
2022,1000_tons,maritime_traffic,2929
