Year,Units,Category,Value
2017,percent,calculation indicator for households,76.2
2017,percent,calculation indicator for industry,56.2
2017,percent,calculation indicator total,74.4
2020,percent,proportion of safely treated domestic wastewater flows,45.0727
2022,percent,proportion of safely treated domestic wastewater flows,55.27942
