Year,Units,Value
2012,millions USD,107.42
2013,millions USD,115.31
2014,millions USD,98.99
2015,millions USD,115.46
2016,millions USD,98.25
2017,millions USD,132.22
2018,millions USD,165.84
2019,millions USD,105.74
2020,millions USD,217.75
2021,millions USD,131.71
