Year,Units,Value
2005,squared kilometers,264
2006,squared kilometers,265
2007,squared kilometers,266
2008,squared kilometers,265
2009,squared kilometers,264
2010,squared kilometers,264
2011,squared kilometers,263
2012,squared kilometers,263
2013,squared kilometers,262
2014,squared kilometers,263
2015,squared kilometers,263
2016,squared kilometers,263
