Year,Units,Value
2011,EUR,10279114.0
2013,EUR,12586543.0
2014,EUR,12558653.0
2011,%,0.3
2013,%,0.4
2014,%,0.4
2015,%,0.4
2016,%,0.3
2017,%,0.3
2018,%,0.5
2019,%,0.4
