Year,Units,Value
2011,USD,126665
2012,USD,277773
2013,USD,427015
2014,USD,694180
2015,USD,1450920
2016,USD,1125050
2017,USD,1199582
2018,USD,1749905
2019,USD,782817
2020,USD,905564
