Year,Units,Category,Value
2017,%,total,34
2020,%,total,35
2017,%,enabling environment,50
2020,%,enabling environment,54
2017,%,institutions and participation,28
2020,%,institutions and participation,24
2017,%,management instruments,40
2020,%,management instruments,38
2017,%,financing,20
2020,%,financing,23
