Year,Units,Category,Value
2013,millions_constant_usd_2020,MARINE,0.0
2013,millions_constant_usd_2020,HYDROPOWER,0.0
2013,millions_constant_usd_2020,BIOENERGY,0.0
2013,millions_constant_usd_2020,ALL,0.0
2013,millions_constant_usd_2020,WIND,0.0
2014,millions_constant_usd_2020,WIND,0.0
2014,millions_constant_usd_2020,SOLAR,0.0
2014,millions_constant_usd_2020,MULTIPLE,29.94
2014,millions_constant_usd_2020,MARINE,0.0
2014,millions_constant_usd_2020,ALL,30.25
2014,millions_constant_usd_2020,GEOTHERMAL,0.0
2014,millions_constant_usd_2020,BIOENERGY,0.3
2014,millions_constant_usd_2020,HYDROPOWER,0.0
2015,millions_constant_usd_2020,BIOENERGY,0.0
2015,millions_constant_usd_2020,ALL,91.81
2015,millions_constant_usd_2020,MARINE,0.0
2015,millions_constant_usd_2020,GEOTHERMAL,0.0
2015,millions_constant_usd_2020,WIND,21.67
2015,millions_constant_usd_2020,SOLAR,0.0
2015,millions_constant_usd_2020,MULTIPLE,70.13
2015,millions_constant_usd_2020,HYDROPOWER,0.0
2016,millions_constant_usd_2020,MARINE,0.0
2016,millions_constant_usd_2020,BIOENERGY,0.0
2016,millions_constant_usd_2020,MULTIPLE,0.05
2016,millions_constant_usd_2020,SOLAR,5.09
2016,millions_constant_usd_2020,ALL,5.14
2016,millions_constant_usd_2020,WIND,0.0
2016,millions_constant_usd_2020,HYDROPOWER,0.0
2016,millions_constant_usd_2020,GEOTHERMAL,0.0
2017,millions_constant_usd_2020,GEOTHERMAL,0.0
2000,millions_constant_usd_2020,HYDROPOWER,0.0
2000,millions_constant_usd_2020,ALL,0.0
2000,millions_constant_usd_2020,MULTIPLE,0.0
2000,millions_constant_usd_2020,MARINE,0.0
2000,millions_constant_usd_2020,GEOTHERMAL,0.0
2017,millions_constant_usd_2020,BIOENERGY,0.0
2017,millions_constant_usd_2020,HYDROPOWER,0.0
2017,millions_constant_usd_2020,ALL,0.01
2017,millions_constant_usd_2020,WIND,0.0
2017,millions_constant_usd_2020,SOLAR,0.0
2017,millions_constant_usd_2020,MULTIPLE,0.01
2017,millions_constant_usd_2020,MARINE,0.0
2018,millions_constant_usd_2020,WIND,0.0
2018,millions_constant_usd_2020,ALL,0.03
2018,millions_constant_usd_2020,GEOTHERMAL,0.0
2018,millions_constant_usd_2020,BIOENERGY,0.0
2018,millions_constant_usd_2020,MULTIPLE,0.03
2018,millions_constant_usd_2020,SOLAR,0.0
2018,millions_constant_usd_2020,MARINE,0.0
2018,millions_constant_usd_2020,HYDROPOWER,0.0
2019,millions_constant_usd_2020,GEOTHERMAL,0.0
2019,millions_constant_usd_2020,BIOENERGY,0.0
2019,millions_constant_usd_2020,WIND,0.0
2019,millions_constant_usd_2020,SOLAR,0.0
2019,millions_constant_usd_2020,MULTIPLE,96.78
2019,millions_constant_usd_2020,MARINE,0.0
2019,millions_constant_usd_2020,HYDROPOWER,0.0
2019,millions_constant_usd_2020,ALL,96.78
2020,millions_constant_usd_2020,GEOTHERMAL,0.0
2020,millions_constant_usd_2020,BIOENERGY,0.0
2020,millions_constant_usd_2020,ALL,18.35
2020,millions_constant_usd_2020,WIND,0.0
2020,millions_constant_usd_2020,MARINE,0.0
2020,millions_constant_usd_2020,HYDROPOWER,18.08
2020,millions_constant_usd_2020,SOLAR,0.0
2000,millions_constant_usd_2020,BIOENERGY,0.0
2000,millions_constant_usd_2020,SOLAR,0.0
2000,millions_constant_usd_2020,WIND,0.0
2001,millions_constant_usd_2020,BIOENERGY,0.0
2001,millions_constant_usd_2020,WIND,0.0
2020,millions_constant_usd_2020,MULTIPLE,0.27
2021,millions_constant_usd_2020,MARINE,0.0
2021,millions_constant_usd_2020,HYDROPOWER,0.0
2021,millions_constant_usd_2020,BIOENERGY,0.05
2021,millions_constant_usd_2020,GEOTHERMAL,0.0
2021,millions_constant_usd_2020,MULTIPLE,0.0
2021,millions_constant_usd_2020,ALL,0.05
2021,millions_constant_usd_2020,WIND,0.0
2021,millions_constant_usd_2020,SOLAR,0.0
2022,millions_constant_usd_2020,SOLAR,0.0
2001,millions_constant_usd_2020,SOLAR,0.0
2001,millions_constant_usd_2020,MULTIPLE,0.0
2001,millions_constant_usd_2020,ALL,0.0
2001,millions_constant_usd_2020,GEOTHERMAL,0.0
2001,millions_constant_usd_2020,MARINE,0.0
2022,millions_constant_usd_2020,MULTIPLE,0.0
2022,millions_constant_usd_2020,ALL,89.4
2022,millions_constant_usd_2020,WIND,89.4
2022,millions_constant_usd_2020,GEOTHERMAL,0.0
2022,millions_constant_usd_2020,BIOENERGY,0.0
2001,millions_constant_usd_2020,HYDROPOWER,0.0
2002,millions_constant_usd_2020,WIND,0.0
2002,millions_constant_usd_2020,SOLAR,0.0
2002,millions_constant_usd_2020,BIOENERGY,0.0
2002,millions_constant_usd_2020,ALL,0.0
2002,millions_constant_usd_2020,GEOTHERMAL,0.0
2002,millions_constant_usd_2020,MULTIPLE,0.0
2002,millions_constant_usd_2020,MARINE,0.0
2002,millions_constant_usd_2020,HYDROPOWER,0.0
2003,millions_constant_usd_2020,BIOENERGY,0.0
2003,millions_constant_usd_2020,GEOTHERMAL,0.0
2003,millions_constant_usd_2020,SOLAR,0.0
2003,millions_constant_usd_2020,HYDROPOWER,0.0
2003,millions_constant_usd_2020,MARINE,0.0
2003,millions_constant_usd_2020,MULTIPLE,0.0
2003,millions_constant_usd_2020,ALL,0.0
2003,millions_constant_usd_2020,WIND,0.0
2004,millions_constant_usd_2020,ALL,0.0
2004,millions_constant_usd_2020,WIND,0.0
2004,millions_constant_usd_2020,BIOENERGY,0.0
2004,millions_constant_usd_2020,HYDROPOWER,0.0
2004,millions_constant_usd_2020,GEOTHERMAL,0.0
2004,millions_constant_usd_2020,SOLAR,0.0
2004,millions_constant_usd_2020,MULTIPLE,0.0
2004,millions_constant_usd_2020,MARINE,0.0
2005,millions_constant_usd_2020,WIND,0.0
2005,millions_constant_usd_2020,SOLAR,0.0
2005,millions_constant_usd_2020,GEOTHERMAL,0.0
2005,millions_constant_usd_2020,BIOENERGY,0.0
2005,millions_constant_usd_2020,MULTIPLE,0.0
2005,millions_constant_usd_2020,HYDROPOWER,0.0
2005,millions_constant_usd_2020,MARINE,0.0
2005,millions_constant_usd_2020,ALL,0.0
2006,millions_constant_usd_2020,MARINE,0.0
2006,millions_constant_usd_2020,BIOENERGY,0.0
2006,millions_constant_usd_2020,HYDROPOWER,0.0
2006,millions_constant_usd_2020,MULTIPLE,0.0
2006,millions_constant_usd_2020,GEOTHERMAL,0.0
2006,millions_constant_usd_2020,ALL,0.0
2006,millions_constant_usd_2020,WIND,0.0
2006,millions_constant_usd_2020,SOLAR,0.0
2007,millions_constant_usd_2020,MARINE,0.0
2007,millions_constant_usd_2020,HYDROPOWER,1.77
