Year,Units,Kategorija,Value
2025,ocjena (0-4),Nacionalne obrazovne politike,4
2025,ocjena (0-4),Nastavni planovi i programi,3
2025,ocjena (0-4),Obrazovanje nastavnika,3
2025,ocjena (0-4),Procjenjivanje postignuća učenika,2
