Year,Units,Value
2008,miliona dolara (2017),27.8
2009,miliona dolara (2017),22.7
2010,miliona dolara (2017),27.5
2011,miliona dolara (2017),36.7
2012,miliona dolara (2017),70.3
2013,miliona dolara (2017),20.5
2014,miliona dolara (2017),28.3
2015,miliona dolara (2017),34.9
2016,miliona dolara (2017),25.3
2017,miliona dolara (2017),48.4
2018,miliona dolara (2017),29.8
2019,miliona dolara (2017),35.8
2020,miliona dolara (2017),69.5
2021,miliona dolara (2017),54.1
