Year,Units,Value
2012,Indeks,67.09
2013,Indeks,68.76
2014,Indeks,58.59
2015,Indeks,59.02
2016,Indeks,59.41
2017,Indeks,60.13
2018,Indeks,60.62
2019,Indeks,73.05
2020,Indeks,73.75
2021,Indeks,73.87
2022,Indeks,73.77
2023,Indeks,72.85
