Year,Units,Value
2008,percent,4.4
2009,percent,-4.0
2010,percent,3.3
2011,percent,3.1
2012,percent,-5.6
2013,percent,2.8
2014,percent,-5.3
2015,percent,0.8
2016,percent,1.7
2017,percent,2.4
2018,percent,1.6
2019,percent,1.6
2020,percent,-5.6
2021,percent,7.7
2022,percent,3.1
