Year,Units,Value
2010,procenat,9.5
2011,procenat,8.0
2012,procenat,7.4
2013,procenat,7.2
2014,procenat,6.6
2015,procenat,6.7
2016,procenat,5.6
2017,procenat,5.5
2018,procenat,6.1
2019,procenat,6.0
2020,procenat,6.1
2021,procenat,6.0
2022,procenat,6.2
2023,procenat,6.1
2024,procenat,6.3
