Year,Units,Category,Value
2007,%,5_5_1_cat_1,8.64
2008,%,5_5_1_cat_1,11.1
2009,%,5_5_1_cat_1,11.1
2010,%,5_5_1_cat_1,11.1
2011,%,5_5_1_cat_1,11.1
2012,%,5_5_1_cat_1,12.3
2013,%,5_5_1_cat_1,17.3
2014,%,5_5_1_cat_1,14.8
2015,%,5_5_1_cat_1,17.3
2016,%,5_5_1_cat_1,17.3
2017,%,5_5_1_cat_1,23.5
2018,%,5_5_1_cat_1,23.5
2019,%,5_5_1_cat_1,23.5
2020,%,5_5_1_cat_1,29.6
2021,%,5_5_1_cat_1,24.7
2022,%,5_5_1_cat_1,27.2
2023,%,5_5_1_cat_1,28.4
2023,%,5_5_1_cat_1,27.16
2017,%,5_5_1_cat_2,27.8
