Year,Units,Value
2008,per_100000_life_births,8
2009,per_100000_life_births,8
2010,per_100000_life_births,7
2011,per_100000_life_births,7
2012,per_100000_life_births,7
2013,per_100000_life_births,6
2014,per_100000_life_births,6
2015,per_100000_life_births,6
2016,per_100000_life_births,6
2017,per_100000_life_births,5
2018,per_100000_life_births,5
2019,per_100000_life_births,6
2020,per_100000_life_births,6
