Year,Units,Value
2006,percent,84
2007,percent,84
2008,percent,84
2009,percent,84
2010,percent,84
2011,percent,84
2012,percent,84
2013,percent,85
2014,percent,85
2015,percent,85
2016,percent,85
2017,percent,85
2018,percent,85
2019,percent,85
2020,percent,85
2021,percent,85
2022,percent,85
