Year,Units,Kategorija,Value
2017,%,ukupno,34
2020,%,ukupno,35
2017,%,omogućavajuće okruženje,50
2020,%,omogućavajuće okruženje,54
2017,%,institucije i učešće,28
2020,%,institucije i učešće,24
2017,%,instrumenti upravljanja,40
2020,%,instrumenti upravljanja,38
2017,%,finansiranje,20
2020,%,finansiranje,23
