Year,Units,Value
2012,index,67.09
2013,index,68.76
2014,index,58.59
2015,index,59.02
2016,index,59.41
2017,index,60.13
2018,index,60.62
2019,index,73.05
2020,index,73.75
2021,index,73.87
2022,index,73.77
2023,index,72.85
