Year,Units,Value
2008,na 100 000 rođenih,8
2009,na 100 000 rođenih,8
2010,na 100 000 rođenih,7
2011,na 100 000 rođenih,7
2012,na 100 000 rođenih,7
2013,na 100 000 rođenih,6
2014,na 100 000 rođenih,6
2015,na 100 000 rođenih,6
2016,na 100 000 rođenih,6
2017,na 100 000 rođenih,5
2018,na 100 000 rođenih,5
2019,na 100 000 rođenih,6
2020,na 100 000 rođenih,6
