Year,Units,Value
2008,percent,19.1
2009,percent,19.1
2010,percent,19.1
2011,percent,19.1
2012,percent,19.1
2013,percent,19.1
2014,percent,19.1
2015,percent,19.1
2016,percent,19.1
2017,percent,19.1
2018,percent,19.1
2019,percent,23.3
2020,percent,23.3
2021,percent,23.3
2022,percent,23.3
