Year,Units,Value
2008,percent,50
2009,percent,67
2010,percent,100
2011,percent,89
2012,percent,80
2013,percent,80
2014,percent,80
2015,percent,80
2016,percent,82
2017,percent,83
2018,percent,83
2019,percent,83
2020,percent,83
2021,percent,92
2022,percent,92
2023,percent,92
