Year,Units,Value
2001,percent,9.6
2002,percent,9.1
2003,percent,8.3
2004,percent,7.6
2005,percent,5.4
2006,percent,3.1
2007,percent,2.5
2009,percent,2.5
2008,percent,2.5
2010,percent,2.5
2011,percent,2.5
2012,percent,2.5
2013,percent,2.5
2014,percent,2.5
2015,percent,2.5
2016,percent,2.5
2017,percent,2.5
2018,percent,2.5
2019,percent,2.5
2020,percent,2.5
2021,percent,2.5
