Year,Units,Value
2008,index,0.83
2009,index,0.83
2010,index,0.83
2011,index,0.83
2012,index,0.82
2013,index,0.82
2014,index,0.82
2015,index,0.82
2016,index,0.81
2017,index,0.81
2018,index,0.81
2019,index,0.8
2020,index,0.8
2021,index,0.8
2022,index,0.8
2023,index,0.8
