Year,Value,Units
2015,43.8,procenat
2016,43.1,procenat
2017,42.2,procenat
2018,41.2,procenat
2019,36.5,procenat
2020,37.6,procenat
2021,38.9,procenat
2022,34.1,procenat
2023,31.0,procenat
2024,29.2,procenat
