Year,Value,Units
2015,1.1,Nivo 1-10
2016,1.2,Nivo 1-10
2017,1.4,Nivo 1-10
2018,1.4,Nivo 1-10
2019,1.4,Nivo 1-10
2020,1.2,Nivo 1-10
2021,1.2,Nivo 1-10
2022,1.2,Nivo 1-10
2023,1.2,Nivo 1-10
2024,1.2,Nivo 1-10
