Year,Value,Units
2005,264,kilometara kvadratnih
2006,265,kilometara kvadratnih
2007,266,kilometara kvadratnih
2008,265,kilometara kvadratnih
2009,264,kilometara kvadratnih
2010,264,kilometara kvadratnih
2011,263,kilometara kvadratnih
2012,263,kilometara kvadratnih
2013,262,kilometara kvadratnih
2014,263,kilometara kvadratnih
2015,263,kilometara kvadratnih
2016,263,kilometara kvadratnih
