Year,Value,Units
2010,9.5,procenat
2011,8.0,procenat
2012,7.4,procenat
2013,7.2,procenat
2014,6.6,procenat
2015,6.7,procenat
2016,5.6,procenat
2017,5.5,procenat
2018,6.1,procenat
2019,6.0,procenat
2020,6.1,procenat
2021,6.0,procenat
2022,6.2,procenat
2023,6.1,procenat
2024,6.3,procenat
