Year,Value,Units
2010,19.6,procenat
2011,16.3,procenat
2012,16.9,procenat
2013,17.8,procenat
2014,17.7,procenat
2015,19.1,procenat
2016,18.4,procenat
2017,16.7,procenat
2018,16.2,procenat
2019,17.3,procenat
2020,21.1,procenat
2021,20.2,procenat
2022,20.0,procenat
2023,17.3,procenat
2024,14.2,procenat
