Year,Value,Units
2012,22.7,procenat
2013,19.9,procenat
2014,21.3,procenat
2015,20.5,procenat
2016,18.9,procenat
2017,18.9,procenat
2018,19.9,procenat
2019,17.4,procenat
2020,16.7,procenat
2021,15.9,procenat
2022,14.5,procenat
