Year,Value,Units
2010,6309,ukupno
2011,6244,ukupno
2012,6272,ukupno
2013,5267,ukupno
2014,3,ukupno
2015,5,ukupno
2016,6,ukupno
2017,4,ukupno
2018,5,ukupno
2019,7,ukupno
2020,3,ukupno
2021,3,ukupno
2022,2,ukupno
2023,2,ukupno
2024,4,ukupno
