Year,Value,Units
2008,6.56,procenat
2009,7.29,procenat
2010,10.04,procenat
2011,11.21,procenat
2012,12.42,procenat
2013,12.21,procenat
2014,11.84,procenat
2015,11.59,procenat
2016,10.99,procenat
2017,10.8,procenat
2018,10.7,procenat
2019,10.54,procenat
2020,12.59,procenat
