Year,Value,Units
2012,1,da/ne
2013,1,da/ne
2014,1,da/ne
2015,1,da/ne
2016,1,da/ne
2017,1,da/ne
2018,1,da/ne
2019,1,da/ne
2020,1,da/ne
2021,1,da/ne
2022,1,da/ne
