Year,Value,Units
2008,2.5,procenat
2009,3.1,procenat
2010,5.4,procenat
2011,9.2,procenat
2012,12.9,procenat
2013,16.4,procenat
2014,12.6,procenat
2015,23.9,procenat
2016,22.4,procenat
2017,12.5,procenat
2018,25.6,procenat
2019,19.9,procenat
2020,39.8,procenat
2021,23.8,procenat
