Year,Value,Units
2010,10039376.0,tone
2011,9056172.0,tone
2012,8487730.0,tone
2013,8724634.0,tone
2010,16.2,tone po glavi stanovnika
2011,14.6,tone po glavi stanovnika
2012,13.7,tone po glavi stanovnika
2013,14.1,tone po glavi stanovnika
