Year,Value,Units
2008,3.8,na 100 000 ljudi
2009,3.3,na 100 000 ljudi
2010,2.4,na 100 000 ljudi
2011,3.3,na 100 000 ljudi
2012,2.7,na 100 000 ljudi
2013,1.6,na 100 000 ljudi
2014,3.1,na 100 000 ljudi
2015,2.7,na 100 000 ljudi
2016,4.4,na 100 000 ljudi
2017,2.4,na 100 000 ljudi
2018,2.2,na 100 000 ljudi
2019,3.6,na 100 000 ljudi
2020,2.9,na 100 000 ljudi
2021,2.4,na 100 000 ljudi
