Year,Value,Units
2008,45.9,procenat
2009,48.1,procenat
2010,46.7,procenat
2011,46.6,procenat
2012,47.6,procenat
2013,46.6,procenat
2014,46.9,procenat
2015,46.7,procenat
2016,46.8,procenat
2017,46.5,procenat
2018,46.5,procenat
2019,46.7,procenat
2020,49.4,procenat
