Year,Value,Units
2001,9.6,procenat
2002,9.1,procenat
2003,8.3,procenat
2004,7.6,procenat
2005,5.4,procenat
2006,3.1,procenat
2007,2.5,procenat
2009,2.5,procenat
2008,2.5,procenat
2010,2.5,procenat
2011,2.5,procenat
2012,2.5,procenat
2013,2.5,procenat
2014,2.5,procenat
2015,2.5,procenat
2016,2.5,procenat
2017,2.5,procenat
2018,2.5,procenat
2019,2.5,procenat
2020,2.5,procenat
2021,2.5,procenat
