Year,Value,Units
2006,2166281,hiljade EUR
2007,2687082,hiljade EUR
2008,3100046,hiljade EUR
2009,2981872,hiljade EUR
2010,3120528,hiljade EUR
2011,3237983,hiljade EUR
2012,3169260,hiljade EUR
2013,3329596,hiljade EUR
2014,3447221,hiljade EUR
2015,3614995,hiljade EUR
2016,3936629,hiljade EUR
2017,4252496,hiljade EUR
2018,4600913,hiljade EUR
2019,4988390,hiljade EUR
2020,4144816,hiljade EUR
2021,4923235,hiljade EUR
2022,5944381,hiljade EUR
2023,7068843,hiljade EUR
2024,7644530,hiljade EUR
