Year,Value,Units
2010,19.7,procenat
2011,19.7,procenat
2012,19.7,procenat
2013,19.5,procenat
2014,18.0,procenat
2015,17.6,procenat
2016,17.7,procenat
2017,16.1,procenat
2018,15.2,procenat
2019,15.1,procenat
2020,17.9,procenat
2021,16.6,procenat
2022,14.7,procenat
2023,13.1,procenat
2024,11.4,procenat
