Year,Value,Units
2008,0.83,Indeks
2009,0.83,Indeks
2010,0.83,Indeks
2011,0.83,Indeks
2012,0.82,Indeks
2013,0.82,Indeks
2014,0.82,Indeks
2015,0.82,Indeks
2016,0.81,Indeks
2017,0.81,Indeks
2018,0.81,Indeks
2019,0.8,Indeks
2020,0.8,Indeks
2021,0.8,Indeks
2022,0.8,Indeks
2023,0.8,Indeks
