Year,Value,Units
2011,649.8,na 1 000 000 ljudi
2013,645.0,na 1 000 000 ljudi
2014,671.8,na 1 000 000 ljudi
2015,834.6,na 1 000 000 ljudi
2016,715.8,na 1 000 000 ljudi
2017,702.7,na 1 000 000 ljudi
2018,763.0,na 1 000 000 ljudi
2019,746.8,na 1 000 000 ljudi
