Year,Value,Units
1995,23,ukupno
2000,23,ukupno
2005,143,ukupno
2010,340,ukupno
2012,356,ukupno
2014,356,ukupno
2016,356,ukupno
2017,376,ukupno
2018,388,ukupno
2019,388,ukupno
2020,388,ukupno
2021,388,ukupno
2022,388,ukupno
