Year,Value,Units
2008,8.6,procenat
2009,8.6,procenat
2010,8.6,procenat
2011,8.5,procenat
2012,8.4,procenat
2013,8.3,procenat
2014,8.2,procenat
2015,8.2,procenat
2016,8.2,procenat
2017,8.2,procenat
2018,7.2,procenat
2019,8.3,procenat
2020,8.3,procenat
2021,8.3,procenat
2022,8.2,procenat
