Year,Value,Units
2006,84,procenat
2007,84,procenat
2008,84,procenat
2009,84,procenat
2010,84,procenat
2011,84,procenat
2012,84,procenat
2013,85,procenat
2014,85,procenat
2015,85,procenat
2016,85,procenat
2017,85,procenat
2018,85,procenat
2019,85,procenat
2020,85,procenat
2021,85,procenat
2022,85,procenat
