Year,Value,Units
2008,19.1,procenat
2009,19.1,procenat
2010,19.1,procenat
2011,19.1,procenat
2012,19.1,procenat
2013,19.1,procenat
2014,19.1,procenat
2015,19.1,procenat
2016,19.1,procenat
2017,19.1,procenat
2018,19.1,procenat
2019,23.3,procenat
2020,23.3,procenat
2021,23.3,procenat
2022,23.3,procenat
