Year,Value,Units
2008,50,procenat
2009,67,procenat
2010,100,procenat
2011,89,procenat
2012,80,procenat
2013,80,procenat
2014,80,procenat
2015,80,procenat
2016,82,procenat
2017,83,procenat
2018,83,procenat
2019,83,procenat
2020,83,procenat
2021,92,procenat
2022,92,procenat
2023,92,procenat
