Year,Value,Units
2008,46.7,procenat
2009,45.7,procenat
2010,27.8,procenat
2011,25.4,procenat
2012,27.1,procenat
2013,28.6,procenat
2014,21.3,procenat
2015,26.4,procenat
2016,27.5,procenat
2017,27.2,procenat
2018,29.5,procenat
2019,33.7,procenat
2020,48.1,procenat
2021,33.3,procenat
