Year,Value,Units
2010,40.64,procenat
2011,40.65,procenat
2012,41.51,procenat
2013,43.7,procenat
2014,44.1,procenat
2015,43.07,procenat
2016,41.53,procenat
2017,39.69,procenat
2018,38.8,procenat
2019,37.72,procenat
2020,43.77,procenat
2021,39.89,procenat
2022,41.06,procenat
2023,40.88,procenat
2024,40.82,procenat
