Year,Value,Units
2011,126665,dolara
2012,277773,dolara
2013,427015,dolara
2014,694180,dolara
2015,1450920,dolara
2016,1125050,dolara
2017,1199582,dolara
2018,1749905,dolara
2019,782817,dolara
2020,905564,dolara
