Year,Value,Units
2012,67.09,Indeks
2013,68.76,Indeks
2014,58.59,Indeks
2015,59.02,Indeks
2016,59.41,Indeks
2017,60.13,Indeks
2018,60.62,Indeks
2019,73.05,Indeks
2020,73.75,Indeks
2021,73.87,Indeks
2022,73.77,Indeks
2023,72.85,Indeks
