Year,Value,Units
2008,8,na 100 000 rođenih
2009,8,na 100 000 rođenih
2010,7,na 100 000 rođenih
2011,7,na 100 000 rođenih
2012,7,na 100 000 rođenih
2013,6,na 100 000 rođenih
2014,6,na 100 000 rođenih
2015,6,na 100 000 rođenih
2016,6,na 100 000 rođenih
2017,5,na 100 000 rođenih
2018,5,na 100 000 rođenih
2019,6,na 100 000 rođenih
2020,6,na 100 000 rođenih
