Year,Value,Units
2011,10279114.0,EUR
2013,12586543.0,EUR
2014,12558653.0,EUR
2011,0.3,procenat
2013,0.4,procenat
2014,0.4,procenat
2015,0.4,procenat
2016,0.3,procenat
2017,0.3,procenat
2018,0.5,procenat
2019,0.4,procenat
