Year,Value,Units
2008,27.8,miliona dolara (2017)
2009,22.7,miliona dolara (2017)
2010,27.5,miliona dolara (2017)
2011,36.7,miliona dolara (2017)
2012,70.3,miliona dolara (2017)
2013,20.5,miliona dolara (2017)
2014,28.3,miliona dolara (2017)
2015,34.9,miliona dolara (2017)
2016,25.3,miliona dolara (2017)
2017,48.4,miliona dolara (2017)
2018,29.8,miliona dolara (2017)
2019,35.8,miliona dolara (2017)
2020,69.5,miliona dolara (2017)
2021,54.1,miliona dolara (2017)
