Year,Value,Units
2011,2.4,procenat
2012,2.4,procenat
2013,2.8,procenat
2014,2.9,procenat
2015,3.0,procenat
2016,3.3,procenat
2017,2.8,procenat
2018,3.2,procenat
2019,2.5,procenat
2020,2.7,procenat
