Year,Value,Units
2008,99.0,procenat
2009,99.1,procenat
2010,99.2,procenat
2011,99.0,procenat
2012,99.3,procenat
2013,99.7,procenat
2014,97.7,procenat
2015,99.5,procenat
2016,99.6,procenat
2017,100.0,procenat
2018,100.0,procenat
2019,100.0,procenat
2020,99.9,procenat
2021,99.8,procenat
