Year,Value,Units
2010,6.7,na 1000 živorođenih
2011,4.4,na 1000 živorođenih
2012,4.4,na 1000 živorođenih
2013,4.4,na 1000 živorođenih
2014,4.9,na 1000 živorođenih
2015,2.2,na 1000 živorođenih
2016,3.4,na 1000 živorođenih
2017,1.3,na 1000 živorođenih
2018,1.7,na 1000 živorođenih
2019,2.4,na 1000 živorođenih
2020,2.8,na 1000 živorođenih
2021,1.4,na 1000 živorođenih
2022,3.6,na 1000 živorođenih
2023,2.1,na 1000 živorođenih
2024,1.6,na 1000 živorođenih
