Year,Value,Units
2008,6.3,na 100 ljudi
2009,9.4,na 100 ljudi
2010,10.2,na 100 ljudi
2011,10.2,na 100 ljudi
2012,13.9,na 100 ljudi
2013,15.1,na 100 ljudi
2014,16.4,na 100 ljudi
2015,17.7,na 100 ljudi
2016,18.1,na 100 ljudi
2017,21.7,na 100 ljudi
2018,25.2,na 100 ljudi
2019,28.4,na 100 ljudi
2020,29.3,na 100 ljudi
2021,30.0,na 100 ljudi
