Year,Value,Units
2008,4.4,procenat
2009,-4.0,procenat
2010,3.3,procenat
2011,3.1,procenat
2012,-5.6,procenat
2013,2.8,procenat
2014,-5.3,procenat
2015,0.8,procenat
2016,1.7,procenat
2017,2.4,procenat
2018,1.6,procenat
2019,1.6,procenat
2020,-5.6,procenat
2021,7.7,procenat
2022,3.1,procenat
