Year,Units,Value
2015,Score 1-10,1.1
2016,Score 1-10,1.2
2017,Score 1-10,1.4
2018,Score 1-10,1.4
2019,Score 1-10,1.4
2020,Score 1-10,1.2
2021,Score 1-10,1.2
2022,Score 1-10,1.2
2023,Score 1-10,1.2
2024,Score 1-10,1.2
