Year,Units,Value
2008,procenat,2.5
2009,procenat,3.1
2010,procenat,5.4
2011,procenat,9.2
2012,procenat,12.9
2013,procenat,16.4
2014,procenat,12.6
2015,procenat,23.9
2016,procenat,22.4
2017,procenat,12.5
2018,procenat,25.6
2019,procenat,19.9
2020,procenat,39.8
2021,procenat,23.8
