Year,Units,Value
2010,percent,40.64
2011,percent,40.65
2012,percent,41.51
2013,percent,43.7
2014,percent,44.1
2015,percent,43.07
2016,percent,41.53
2017,percent,39.69
2018,percent,38.8
2019,percent,37.72
2020,percent,43.77
2021,percent,39.89
2022,percent,41.06
2023,percent,40.88
2024,percent,40.82
