Year,Units,Value
2015,Nivo 1-10,1.1
2016,Nivo 1-10,1.2
2017,Nivo 1-10,1.4
2018,Nivo 1-10,1.4
2019,Nivo 1-10,1.4
2020,Nivo 1-10,1.2
